cdf,batch_num_decode_tokens,replica
0.0,0.0,0
0.01,0.0,0
0.02,0.9900000000000001,0
0.03,0.9900000000000001,0
0.04,0.9900000000000001,0
0.05,0.9900000000000001,0
0.06,0.9900000000000001,0
0.07,1.993661701417351,0
0.08,1.993661701417351,0
0.09,1.993661701417351,0
0.1,1.993661701417351,0
0.11,1.993661701417351,0
0.12,2.974233423476717,0
0.13,2.974233423476717,0
0.14,2.974233423476717,0
0.15,2.974233423476717,0
0.16,2.974233423476717,0
0.17,2.974233423476717,0
0.18,4.014835333028612,0
0.19,4.014835333028612,0
0.2,4.014835333028612,0
0.21,4.014835333028612,0
0.22,4.014835333028612,0
0.23,5.002829575110743,0
0.24,5.002829575110743,0
0.25,5.98951037117267,0
0.26,5.98951037117267,0
0.27,5.98951037117267,0
0.28,5.98951037117267,0
0.29,5.98951037117267,0
0.3,5.98951037117267,0
0.31,5.98951037117267,0
0.32,5.98951037117267,0
0.33,5.98951037117267,0
0.34,7.028793021534833,0
0.35000000000000003,7.028793021534833,0
0.36,7.028793021534833,0
0.37,7.028793021534833,0
0.38,7.028793021534833,0
0.39,7.924973703917148,0
0.4,7.924973703917148,0
0.41000000000000003,8.935418643763667,0
0.42,8.935418643763667,0
0.43,8.935418643763667,0
0.44,8.935418643763667,0
0.45,8.935418643763667,0
0.46,8.935418643763667,0
0.47000000000000003,8.935418643763667,0
0.48,8.935418643763667,0
0.49,10.074696689511441,0
0.5,10.074696689511441,0
0.51,10.074696689511441,0
0.52,10.913817739716958,0
0.53,10.913817739716958,0
0.54,10.913817739716958,0
0.55,12.06167417903937,0
0.56,12.06167417903937,0
0.5700000000000001,12.06167417903937,0
0.58,12.06167417903937,0
0.59,12.06167417903937,0
0.6,12.06167417903937,0
0.61,12.06167417903937,0
0.62,12.06167417903937,0
0.63,12.06167417903937,0
0.64,13.066290498147941,0
0.65,13.066290498147941,0
0.66,13.066290498147941,0
0.67,13.066290498147941,0
0.68,13.066290498147941,0
0.6900000000000001,13.066290498147941,0
0.7000000000000001,13.874292528934198,0
0.71,13.874292528934198,0
0.72,13.874292528934198,0
0.73,13.874292528934198,0
0.74,13.874292528934198,0
0.75,13.874292528934198,0
0.76,13.874292528934198,0
0.77,13.874292528934198,0
0.78,15.029881751769887,0
0.79,15.029881751769887,0
0.8,15.029881751769887,0
0.81,15.029881751769887,0
0.8200000000000001,15.029881751769887,0
0.8300000000000001,15.959309654787097,0
0.84,15.959309654787097,0
0.85,15.959309654787097,0
0.86,15.959309654787097,0
0.87,15.959309654787097,0
0.88,15.959309654787097,0
0.89,15.959309654787097,0
0.9,15.959309654787097,0
0.91,16.94621214351123,0
0.92,16.94621214351123,0
0.93,16.94621214351123,0
0.9400000000000001,16.94621214351123,0
0.9500000000000001,17.994143369901202,0
0.96,17.994143369901202,0
0.97,17.994143369901202,0
0.98,17.994143369901202,0
0.99,19.106877269947287,0
1.0,19.88667024086647,0
