cdf,request_e2e_time
0.0,1.3143999628165677
0.01,1.4523336251035266
0.02,1.5902672873904855
0.03,1.7282009496774444
0.04,2.053039449691939
0.05,2.432391860710298
0.06,2.8117442717286574
0.07,3.1542423547753486
0.08,3.466389814786548
0.09,3.7785372747977477
0.1,4.069878383736769
0.11,4.317526155424217
0.12,4.565173927111664
0.13,4.858899364470556
0.14,5.582683014762929
0.15,6.306466665055298
0.16,7.03025031534767
0.17,7.159903230114647
0.18,7.201536776655639
0.19,7.243170323196631
0.2,7.395764916127103
0.21,7.609388084571788
0.22,7.823011253016474
0.23,7.9606089340840995
0.24,7.992940555706566
0.25,8.025272177329033
0.26,8.073042212696215
0.27,8.185138971999717
0.28,8.297235731303218
0.29,8.409332490606717
0.3,8.439895744964844
0.31,8.467741215824791
0.32,8.495586686684739
0.33,8.654419468361063
0.34,8.858813053799608
0.35000000000000003,9.06320663923815
0.36,9.319727142203304
0.37,9.625116630349652
0.38,9.930506118496
0.39,10.1506177968226
0.4,10.162272606700926
0.41000000000000003,10.17392741657925
0.42,10.19964960937299
0.43,10.429348854440263
0.44,10.659048099507539
0.45,10.888747344574812
0.46,11.084514711382282
0.47000000000000003,11.273756716985943
0.48,11.462998722589605
0.49,11.667272726019105
0.5,11.881040622812293
0.51,12.094808519605483
0.52,12.267924501087887
0.53,12.37667494999488
0.54,12.485425398901878
0.55,12.590170432611725
0.56,12.674087307296404
0.5700000000000001,12.758004181981082
0.58,12.84192105666576
0.59,12.940558055675062
0.6,13.04021023567227
0.61,13.139862415669478
0.62,13.225384634093444
0.63,13.305126413691996
0.64,13.384868193290547
0.65,13.469344419181398
0.66,13.558870721117371
0.67,13.648397023053343
0.68,13.73511453371768
0.6900000000000001,13.813756769476049
0.7000000000000001,13.892399005234422
0.71,13.974611267207216
0.72,14.163924315612658
0.73,14.353237364018097
0.74,14.54255041242354
0.75,14.625234282780152
0.76,14.682327150405047
0.77,14.739420018029945
0.78,14.805842042823878
0.79,14.879001792239897
0.8,14.952161541655917
0.81,15.01339950922851
0.8200000000000001,15.052961509813056
0.8300000000000001,15.092523510397601
0.84,15.12849265028457
0.85,15.140209980462895
0.86,15.15192731064122
0.87,15.163644640819545
0.88,15.254307448834037
0.89,15.353428700902406
0.9,15.452549952970775
0.91,15.506706144125321
0.92,15.539450401511381
0.93,15.572194658897441
0.9400000000000001,15.724545471153153
0.9500000000000001,16.02213281432202
0.96,16.319720157490885
0.97,16.786832211968523
0.98,17.835171848076207
0.99,18.883511484183906
1.0,19.93185112029159
