cdf,request_e2e_time
0.0,1.1214589084413478
0.01,13.740832781460359
0.02,20.736152677740584
0.03,22.92721126424678
0.04,28.061973722748327
0.05,29.610038614898816
0.06,31.82797904417652
0.07,34.38868378854465
0.08,37.2602287950399
0.09,38.807426879495914
0.1,41.03934770550371
0.11,46.59930982784241
0.12,47.895172879754796
0.13,49.153318683202855
0.14,50.70404174123106
0.15,52.0526521296135
0.16,53.33803187679195
0.17,57.24576759106419
0.18,60.685338923215006
0.19,61.88290456664147
0.2,64.36264120038338
0.21,66.4782977777944
0.22,69.00616899113636
0.23,76.56516909665139
0.24,77.79672510321555
0.25,85.691994258636
0.26,88.27243568803182
0.27,94.69503357887055
0.28,96.13939764232148
0.29,98.63778177507719
0.3,100.64022265138682
0.31,103.24242955388718
0.32,105.99556748934424
0.33,107.33513636678701
0.34,110.21077693961192
0.35000000000000003,111.43460672155412
0.36,112.45250192049892
0.37,113.88174001274416
0.38,115.27962153625708
0.39,116.10733598014667
0.4,117.55662189285174
0.41000000000000003,119.06049772054428
0.42,120.2992791892034
0.43,121.77991990840613
0.44,124.01341368007351
0.45,126.01004141089493
0.46,127.50337936481964
0.47000000000000003,128.23658803612383
0.48,129.86880994153105
0.49,131.07683604812823
0.5,132.66793629310823
0.51,134.39968660871116
0.52,136.74107424040943
0.53,138.61482628526306
0.54,139.53405472382678
0.55,140.47213309041825
0.56,142.00325055650399
0.5700000000000001,143.3202627472102
0.58,145.3150898759235
0.59,147.1625603032875
0.6,148.2314990018222
0.61,149.40775981899057
0.62,150.2096495984083
0.63,150.5007466028492
0.64,152.54996476486048
0.65,154.21006474713485
0.66,155.34308870071732
0.67,158.27654476321862
0.68,159.01187387076538
0.6900000000000001,159.59726289432822
0.7000000000000001,161.42425804085104
0.71,167.63821218799725
0.72,171.231454646094
0.73,175.14136291011
0.74,176.5662245060408
0.75,178.22146136461697
0.76,180.48313009598246
0.77,182.60989444318784
0.78,183.01865115447592
0.79,184.1578305691567
0.8,185.00584665689985
0.81,185.77526506336065
0.8200000000000001,186.44945340437343
0.8300000000000001,186.74483611514555
0.84,190.52299518440302
0.85,191.70919396107791
0.86,194.68319910997576
0.87,195.37160321470387
0.88,195.79997684918703
0.89,198.1135980827842
0.9,201.03071669960565
0.91,203.0445592033165
0.92,204.29751441200406
0.93,205.65506366321975
0.9400000000000001,206.47124135658092
0.9500000000000001,206.81239842042584
0.96,207.1996544888325
0.97,207.38933952510442
0.98,207.76713107377424
0.99,209.45106069745972
1.0,225.53028246249357
