cdf,batch_num_decode_tokens,replica
0.0,0.0,0
0.01,0.9900000000000001,0
0.02,0.9900000000000001,0
0.03,0.9900000000000001,0
0.04,1.993661701417351,0
0.05,1.993661701417351,0
0.06,1.993661701417351,0
0.07,2.974233423476717,0
0.08,4.014835333028612,0
0.09,4.014835333028612,0
0.1,5.002829575110743,0
0.11,5.98951037117267,0
0.12,7.028793021534833,0
0.13,7.924973703917148,0
0.14,7.924973703917148,0
0.15,8.935418643763667,0
0.16,8.935418643763667,0
0.17,10.074696689511441,0
0.18,10.074696689511441,0
0.19,10.913817739716958,0
0.2,10.913817739716958,0
0.21,10.913817739716958,0
0.22,12.06167417903937,0
0.23,12.06167417903937,0
0.24,12.06167417903937,0
0.25,12.06167417903937,0
0.26,12.06167417903937,0
0.27,12.06167417903937,0
0.28,13.066290498147941,0
0.29,13.066290498147941,0
0.3,13.066290498147941,0
0.31,13.066290498147941,0
0.32,13.066290498147941,0
0.33,13.874292528934198,0
0.34,13.874292528934198,0
0.35000000000000003,13.874292528934198,0
0.36,13.874292528934198,0
0.37,15.029881751769887,0
0.38,15.029881751769887,0
0.39,15.029881751769887,0
0.4,15.029881751769887,0
0.41000000000000003,15.959309654787097,0
0.42,15.959309654787097,0
0.43,15.959309654787097,0
0.44,15.959309654787097,0
0.45,16.94621214351123,0
0.46,16.94621214351123,0
0.47000000000000003,16.94621214351123,0
0.48,16.94621214351123,0
0.49,17.994143369901202,0
0.5,17.994143369901202,0
0.51,17.994143369901202,0
0.52,17.994143369901202,0
0.53,17.994143369901202,0
0.54,19.106877269947287,0
0.55,19.106877269947287,0
0.56,19.106877269947287,0
0.5700000000000001,19.106877269947287,0
0.58,19.106877269947287,0
0.59,19.106877269947287,0
0.6,19.88667024086647,0
0.61,19.88667024086647,0
0.62,19.88667024086647,0
0.63,19.88667024086647,0
0.64,19.88667024086647,0
0.65,19.88667024086647,0
0.66,21.116435486210914,0
0.67,21.116435486210914,0
0.68,21.116435486210914,0
0.6900000000000001,21.116435486210914,0
0.7000000000000001,21.116435486210914,0
0.71,21.116435486210914,0
0.72,21.97824287264948,0
0.73,21.97824287264948,0
0.74,21.97824287264948,0
0.75,21.97824287264948,0
0.76,21.97824287264948,0
0.77,21.97824287264948,0
0.78,21.97824287264948,0
0.79,22.875222481777087,0
0.8,22.875222481777087,0
0.81,22.875222481777087,0
0.8200000000000001,22.875222481777087,0
0.8300000000000001,22.875222481777087,0
0.84,23.808809768044906,0
0.85,23.808809768044906,0
0.86,23.808809768044906,0
0.87,23.808809768044906,0
0.88,23.808809768044906,0
0.89,23.808809768044906,0
0.9,24.78049876990369,0
0.91,24.78049876990369,0
0.92,24.78049876990369,0
0.93,24.78049876990369,0
0.9400000000000001,25.791844500743554,0
0.9500000000000001,25.791844500743554,0
0.96,25.791844500743554,0
0.97,26.84446543741302,0
0.98,26.84446543741302,0
0.99,29.080339799119507,0
1.0,30.878629345565244,0
