cdf,decode_time_execution_plus_preemption_normalized
0.0,0.0
0.01,0.013184943401522743
0.02,0.01593289076987661
0.03,0.01775065686605503
0.04,0.020491041926550775
0.05,0.021509422315892843
0.06,0.02477778315084641
0.07,0.025843025960204102
0.08,0.026751989790703368
0.09,0.027194170256426765
0.1,0.02807070379213054
0.11,0.028443546717310007
0.12,0.029051712435874216
0.13,0.029751306092347905
0.14,0.030042551662902324
0.15,0.030251424285301316
0.16,0.03036563065335058
0.17,0.030513050439723497
0.18,0.030665596721360114
0.19,0.030809664314582826
0.2,0.030939501009093137
0.21,0.03104110955571494
0.22,0.031049321924515913
0.23,0.03109687514971348
0.24,0.031163008770693383
0.25,0.03119958951150141
0.26,0.031225298260595762
0.27,0.031249731424472498
0.28,0.03134186631198553
0.29,0.03138943652883499
0.3,0.03141253567124877
0.31,0.03143630144785188
0.32,0.031515002426312645
0.33,0.03155877421638969
0.34,0.031581673658333066
0.35000000000000003,0.03161166661495362
0.36,0.03164245196761354
0.37,0.03167033826240642
0.38,0.03171510320784171
0.39,0.03173420050845018
0.4,0.031775706697253034
0.41000000000000003,0.031813974916765346
0.42,0.031856533249233786
0.43,0.031893707040248916
0.44,0.03191571726095894
0.45,0.0319376014948713
0.46,0.03197361203169325
0.47000000000000003,0.03202402718103052
0.48,0.03207865236030574
0.49,0.03210589586081178
0.5,0.032173290476116605
0.51,0.0321977783640021
0.52,0.032224679117570224
0.53,0.032267769796101575
0.54,0.03231686843967877
0.55,0.03240647581432152
0.56,0.032476739466976996
0.5700000000000001,0.03250177674650359
0.58,0.03266913141473
0.59,0.032818258914867955
0.6,0.03304597757647583
0.61,0.03309323660493359
0.62,0.03316511723670446
0.63,0.03328698060279188
0.64,0.03337916099090234
0.65,0.03350290012180291
0.66,0.033643413988644885
0.67,0.03369468671057001
0.68,0.03378720376002524
0.6900000000000001,0.03392905374358806
0.7000000000000001,0.03400246930375952
0.71,0.034139021663228346
0.72,0.034288815432036476
0.73,0.03443393777388381
0.74,0.03451431996957099
0.75,0.03459545005685556
0.76,0.034828014398938546
0.77,0.03498286832748293
0.78,0.03504443674324825
0.79,0.03542806856899322
0.8,0.03586126949131689
0.81,0.035947070133717965
0.8200000000000001,0.03626307717319391
0.8300000000000001,0.036473457251812974
0.84,0.036736265126208895
0.85,0.037065568179104995
0.86,0.037387956011660936
0.87,0.03771014153020211
0.88,0.03796908473050565
0.89,0.0381842425533709
0.9,0.03854766457985958
0.91,0.0394315945779244
0.92,0.039664357293177126
0.93,0.040319409405576975
0.9400000000000001,0.040919962784962106
0.9500000000000001,0.04134419233721459
0.96,0.04155746803391482
0.97,0.042476264774609654
0.98,0.04416818431098614
0.99,0.04476191346945677
1.0,0.0501738166175876
