cdf,request_execution_plus_preemption_time
0.0,0.410743856566235
0.01,0.5190445960102228
0.02,0.8038119035914914
0.03,0.8985205306012919
0.04,1.010692474628794
0.05,1.2935648503209751
0.06,1.7326298934734774
0.07,2.3441693809447584
0.08,3.5770614067940647
0.09,4.055160442983908
0.1,4.428892541449829
0.11,5.245152471523508
0.12,5.6681529133015855
0.13,5.998848852820467
0.14,6.2816842167550835
0.15,6.847695108913259
0.16,7.158236218913074
0.17,7.413498903397891
0.18,7.587506991482964
0.19,7.870267813207201
0.2,8.213043058358812
0.21,8.778780191660976
0.22,9.162820165281872
0.23,9.265331624315312
0.24,9.549511394754955
0.25,9.7705196120457
0.26,9.9076192973724
0.27,10.04729603642228
0.28,10.288136270726207
0.29,10.471335132642468
0.3,10.702559177568634
0.31,10.971035129179883
0.32,11.231331162342364
0.33,11.380267407304363
0.34,11.515963448798846
0.35000000000000003,11.609862101756406
0.36,11.695136367529296
0.37,12.20286596668606
0.38,12.290080734446061
0.39,12.465215993961053
0.4,12.590703250017086
0.41000000000000003,12.899577026979637
0.42,13.115774606466099
0.43,13.187751171540103
0.44,13.2812542564376
0.45,13.355838616153346
0.46,13.601214165805356
0.47000000000000003,13.907557213288051
0.48,14.066147858821797
0.49,14.112711911031298
0.5,14.332321491476609
0.51,14.560455581886433
0.52,14.67389064337902
0.53,14.765284837442687
0.54,14.812933108465563
0.55,14.954225553985788
0.56,15.018073845428885
0.5700000000000001,15.232580931138362
0.58,15.346115449658786
0.59,15.525965449624954
0.6,15.700134992604127
0.61,15.941801540198712
0.62,16.080663095736305
0.63,16.16294894189806
0.64,16.38590423048141
0.65,16.590110690501923
0.66,16.653247767648292
0.67,16.97888574635572
0.68,17.289212914106994
0.6900000000000001,17.48937508110478
0.7000000000000001,17.666815176319155
0.71,17.76700057470133
0.72,17.99473551491872
0.73,18.124486693103293
0.74,18.256565529561165
0.75,18.48662266576124
0.76,18.60702434861226
0.77,19.00517054069899
0.78,19.11816910469346
0.79,19.31347194343284
0.8,19.96206314097484
0.81,20.202312042100388
0.8200000000000001,20.466756882818963
0.8300000000000001,20.76218231743943
0.84,20.892408832751467
0.85,21.107554112712446
0.86,21.375699609604585
0.87,22.011040178363277
0.88,22.6923770472232
0.89,22.98458714544949
0.9,23.36275738358873
0.91,23.888203475237805
0.92,24.139701047456505
0.93,25.15709664018577
0.9400000000000001,25.46277958115758
0.9500000000000001,26.216825937206508
0.96,27.982741747002883
0.97,30.007272634049617
0.98,31.27308169999416
0.99,40.24161263042711
1.0,74.92007061470899
