cdf,prefill_time_execution_plus_preemption_normalized
0.0,5.721656672356988e-06
0.01,4.152596270768217e-05
0.02,4.2306739226704085e-05
0.03,4.2970956449233565e-05
0.04,4.7910967616143223e-05
0.05,4.981332342912566e-05
0.06,5.067539623612974e-05
0.07,5.2176830962413384e-05
0.08,5.257722326251343e-05
0.09,5.289701044432992e-05
0.1,5.331749428222406e-05
0.11,5.3536974182135985e-05
0.12,5.382801304984957e-05
0.13,5.4068954025505735e-05
0.14,5.446900138549533e-05
0.15,5.4739306218210415e-05
0.16,5.513240180094077e-05
0.17,5.541094071597027e-05
0.18,5.5804672114425885e-05
0.19,5.6112710439696005e-05
0.2,5.644275870359366e-05
0.21,5.692959138029951e-05
0.22,5.7109043565981916e-05
0.23,5.725750340620191e-05
0.24,5.755387524441408e-05
0.25,5.768367995220083e-05
0.26,5.782382146400758e-05
0.27,5.7990367911876175e-05
0.28,5.819101949871735e-05
0.29,5.856233943801629e-05
0.3,5.8686936653155875e-05
0.31,5.8785169120163925e-05
0.32,5.891779156716379e-05
0.33,5.9261890231298144e-05
0.34,5.93720441125314e-05
0.35000000000000003,5.9521369258020545e-05
0.36,5.966391929652234e-05
0.37,5.9778229661042e-05
0.38,5.989310061214081e-05
0.39,6.007817745730218e-05
0.4,6.0230754212140994e-05
0.41000000000000003,6.034069437787746e-05
0.42,6.0410663987450566e-05
0.43,6.045383971386138e-05
0.44,6.0559317044126745e-05
0.45,6.065075184238309e-05
0.46,6.0828311827492946e-05
0.47000000000000003,6.0939003741223986e-05
0.48,6.108496957348571e-05
0.49,6.119490101699055e-05
0.5,6.122098779800218e-05
0.51,6.136498847250494e-05
0.52,6.15162843103424e-05
0.53,6.160959938355081e-05
0.54,6.17215742001769e-05
0.55,6.193465875099789e-05
0.56,6.206573480765612e-05
0.5700000000000001,6.227288650774475e-05
0.58,6.240075479395653e-05
0.59,6.24812783170594e-05
0.6,6.258204877562567e-05
0.61,6.281161317397331e-05
0.62,6.2985998268672e-05
0.63,6.311682714223208e-05
0.64,6.321696276829319e-05
0.65,6.346084186733258e-05
0.66,6.365498234126016e-05
0.67,6.376724323191001e-05
0.68,6.403649057706491e-05
0.6900000000000001,6.435316505887958e-05
0.7000000000000001,6.440346608874282e-05
0.71,6.468260780638349e-05
0.72,6.491074764722679e-05
0.73,6.532073514633621e-05
0.74,6.554274425634449e-05
0.75,6.565901611698585e-05
0.76,6.590478334594368e-05
0.77,6.604477153503534e-05
0.78,6.620260470387774e-05
0.79,6.67373624727611e-05
0.8,6.710271782025679e-05
0.81,6.745678256888587e-05
0.8200000000000001,6.79245267115368e-05
0.8300000000000001,6.82257698180411e-05
0.84,6.861468781770282e-05
0.85,6.878966935549434e-05
0.86,6.897090656732444e-05
0.87,6.921540710989736e-05
0.88,6.981171311621378e-05
0.89,7.038331708429902e-05
0.9,7.061653082495858e-05
0.91,7.125229036448235e-05
0.92,7.208052727967544e-05
0.93,7.230611071871372e-05
0.9400000000000001,7.31449349742141e-05
0.9500000000000001,7.387507463478405e-05
0.96,7.484608303867418e-05
0.97,7.562033024415769e-05
0.98,8.248414717518239e-05
0.99,8.722188086691878e-05
1.0,0.00011419539015183118
