cdf,batch_size,replica
0.0,0.9900000000000001,0
0.01,0.9900000000000001,0
0.02,0.9900000000000001,0
0.03,0.9900000000000001,0
0.04,1.993661701417351,0
0.05,1.993661701417351,0
0.06,1.993661701417351,0
0.07,2.974233423476717,0
0.08,4.014835333028612,0
0.09,4.014835333028612,0
0.1,5.98951037117267,0
0.11,7.028793021534833,0
0.12,7.924973703917148,0
0.13,8.935418643763667,0
0.14,8.935418643763667,0
0.15,10.074696689511441,0
0.16,10.074696689511441,0
0.17,10.074696689511441,0
0.18,10.913817739716958,0
0.19,10.913817739716958,0
0.2,12.06167417903937,0
0.21,12.06167417903937,0
0.22,12.06167417903937,0
0.23,13.066290498147941,0
0.24,13.066290498147941,0
0.25,13.066290498147941,0
0.26,13.066290498147941,0
0.27,13.066290498147941,0
0.28,13.874292528934198,0
0.29,13.874292528934198,0
0.3,13.874292528934198,0
0.31,13.874292528934198,0
0.32,13.874292528934198,0
0.33,15.029881751769887,0
0.34,15.029881751769887,0
0.35000000000000003,15.029881751769887,0
0.36,15.029881751769887,0
0.37,15.959309654787097,0
0.38,15.959309654787097,0
0.39,15.959309654787097,0
0.4,15.959309654787097,0
0.41000000000000003,16.94621214351123,0
0.42,16.94621214351123,0
0.43,16.94621214351123,0
0.44,16.94621214351123,0
0.45,17.994143369901202,0
0.46,17.994143369901202,0
0.47000000000000003,17.994143369901202,0
0.48,17.994143369901202,0
0.49,19.106877269947287,0
0.5,19.106877269947287,0
0.51,19.106877269947287,0
0.52,19.106877269947287,0
0.53,19.106877269947287,0
0.54,19.106877269947287,0
0.55,19.88667024086647,0
0.56,19.88667024086647,0
0.5700000000000001,19.88667024086647,0
0.58,19.88667024086647,0
0.59,19.88667024086647,0
0.6,21.116435486210914,0
0.61,21.116435486210914,0
0.62,21.116435486210914,0
0.63,21.116435486210914,0
0.64,21.116435486210914,0
0.65,21.97824287264948,0
0.66,21.97824287264948,0
0.67,21.97824287264948,0
0.68,21.97824287264948,0
0.6900000000000001,21.97824287264948,0
0.7000000000000001,21.97824287264948,0
0.71,21.97824287264948,0
0.72,22.875222481777087,0
0.73,22.875222481777087,0
0.74,22.875222481777087,0
0.75,22.875222481777087,0
0.76,22.875222481777087,0
0.77,22.875222481777087,0
0.78,23.808809768044906,0
0.79,23.808809768044906,0
0.8,23.808809768044906,0
0.81,23.808809768044906,0
0.8200000000000001,23.808809768044906,0
0.8300000000000001,23.808809768044906,0
0.84,24.78049876990369,0
0.85,24.78049876990369,0
0.86,24.78049876990369,0
0.87,24.78049876990369,0
0.88,24.78049876990369,0
0.89,24.78049876990369,0
0.9,25.791844500743554,0
0.91,25.791844500743554,0
0.92,25.791844500743554,0
0.93,25.791844500743554,0
0.9400000000000001,26.84446543741302,0
0.9500000000000001,26.84446543741302,0
0.96,26.84446543741302,0
0.97,27.940046110299996,0
0.98,29.080339799119507,0
0.99,30.267171338722385,0
1.0,32.13885296950424,0
