request_id,outsourced_at,arrived_at,queued_at,was_running,num_prefill_tokens,num_decode_tokens,num_processed_tokens,api_cost_usd,replica_id
75,8.612064,8.602998,8.602998,False,2645,347,0,0.006776,0
30,8.612064,4.143310,4.143310,False,10867,584,0,0.019424,0
25,8.612064,3.867491,3.867491,False,15684,80,0,0.020405,0
42,8.657277,5.465762,5.465762,False,14553,227,0,0.020461,0
18,8.657277,2.447904,2.447904,False,13358,466,0,0.021358,0
32,8.657277,4.689005,4.689005,False,15878,344,0,0.023288,0
77,8.841657,8.687747,8.687747,False,1936,290,0,0.005320,0
61,8.841657,7.411528,7.411528,False,14593,522,0,0.023461,0
63,8.935984,7.595266,7.595266,False,14398,534,0,0.023337,0
24,8.935984,3.679140,3.679140,False,11851,848,0,0.023294,0
55,8.935984,6.867937,6.867937,False,16273,417,0,0.024511,0
64,9.278468,7.776287,7.776287,False,1410,57,0,0.002332,0
20,9.278468,2.792514,2.792514,False,17121,349,0,0.024891,0
82,9.379630,9.318226,9.318226,False,9754,632,0,0.018513,0
83,9.534461,9.528491,9.528491,False,13439,460,0,0.021399,0
85,9.586672,9.554198,9.554198,False,8546,1,0,0.010692,0
80,9.586672,9.116588,9.116588,False,1466,48,0,0.002313,0
86,9.586672,9.565994,9.565994,False,11265,596,0,0.020041,0
84,9.586672,9.551327,9.551327,False,18311,345,0,0.026339,0
87,9.745857,9.726172,9.726172,False,5053,362,0,0.009936,0
36,9.745857,4.901648,4.901648,False,17147,449,0,0.025924,0
89,9.854058,9.825614,9.825614,False,11012,34,0,0.014105,0
46,9.854058,6.090542,6.090542,False,20488,105,0,0.026660,0
90,9.963401,9.912519,9.912519,False,14128,492,0,0.022580,0
65,9.963401,7.902172,7.902172,False,20206,178,0,0.027037,0
78,9.963401,8.823305,8.823305,False,18604,387,0,0.027125,0
81,9.963401,9.253035,9.253035,False,16364,629,0,0.026745,0
92,10.130439,10.082147,10.082147,False,17583,440,0,0.026379,0
68,10.186959,8.150673,8.150673,False,23655,26,0,0.029829,0
93,10.243726,10.156006,10.156006,False,21606,563,0,0.032637,0
95,10.300886,10.260822,10.260822,False,17965,35,0,0.022806,0
74,10.358359,8.595489,8.595489,False,27403,3,0,0.034284,0
50,10.416143,6.356556,6.356556,False,24143,362,0,0.033799,0
19,10.416143,2.667669,2.667669,False,21018,929,0,0.035562,0
35,10.416143,4.875389,4.875389,False,26668,238,0,0.035715,0
99,10.474203,10.468502,10.468502,False,1834,514,0,0.007432,0
21,10.474203,2.969912,2.969912,False,26865,370,0,0.037281,0
54,10.474203,6.715269,6.715269,False,24758,587,0,0.036817,0
97,10.474203,10.441339,10.441339,False,26557,578,0,0.038976,0
56,10.474203,7.057618,7.057618,False,28213,459,0,0.039856,0
94,10.474203,10.215967,10.215967,False,29777,448,0,0.041701,0
73,10.651679,8.562177,8.562177,False,28726,603,0,0.041938,0
103,11.850685,11.331547,11.331547,False,2241,31,0,0.003111,0
100,11.850685,10.843502,10.843502,False,1428,265,0,0.004435,0
104,11.850685,11.706547,11.706547,False,2940,508,0,0.008755,0
101,11.850685,11.142539,11.142539,False,3397,613,0,0.010376,0
102,11.850685,11.292914,11.292914,False,9131,593,0,0.017344,0
12,11.850685,1.887765,1.887765,True,57050,31033,0,0.381642,0
76,11.850685,8.644301,8.644301,False,36934,255,0,0.048717,0
115,12.791898,12.753428,12.753428,False,4047,228,0,0.007339,0
106,12.902552,12.052846,12.052846,False,1599,505,0,0.007049,0
107,12.978050,12.127430,12.127430,False,2904,621,0,0.009840,0
116,13.055094,12.996205,12.996205,False,1718,223,0,0.004378,0
114,13.055094,12.729113,12.729113,False,9739,160,0,0.013774,0
118,13.335999,13.332707,13.332707,False,1409,574,0,0.007501,0
117,13.335999,13.173826,13.173826,False,9032,232,0,0.013610,0
113,13.335999,12.620907,12.620907,False,8999,306,0,0.014309,0
109,13.505365,12.179823,12.179823,False,14058,17,0,0.017742,0
105,13.548483,11.895106,11.895106,False,12039,373,0,0.018779,0
110,13.548483,12.470943,12.470943,False,14201,358,0,0.021331,0
108,13.548483,12.167154,12.167154,False,12512,529,0,0.020930,0
111,13.548483,12.546992,12.546992,False,16976,182,0,0.023040,0
26,13.548483,3.894549,3.894549,True,25782,20917,0,0.241398,0
112,13.548483,12.575255,12.575255,False,23320,463,0,0.033780,0
122,13.866035,13.767644,13.767644,False,6565,89,0,0.009096,0
121,13.866035,13.636471,13.636471,False,5676,494,0,0.012035,0
123,13.866035,13.778672,13.778672,False,15966,338,0,0.023338,0
125,13.866035,13.851176,13.851176,False,13695,566,0,0.022779,0
119,13.866035,13.403432,13.403432,False,23891,616,0,0.036024,0
51,13.866035,6.384434,6.384434,True,6584,32900,0,0.337230,0
79,13.866035,8.925087,8.925087,False,35638,538,0,0.049927,0
128,16.660411,14.005872,14.005872,False,1408,439,0,0.006150,0
127,16.660411,13.986359,13.986359,False,1419,396,0,0.005734,0
126,16.660411,13.936326,13.936326,False,2407,456,0,0.007569,0
88,16.660411,9.803631,9.803631,True,37450,6248,0,0.109292,0
91,16.660411,9.933175,9.933175,False,50414,549,0,0.068507,0
96,22.442743,10.385199,10.385199,True,62414,21057,0,0.288587,0
124,22.442743,13.845862,13.845862,False,70157,400,0,0.091696,0
98,29.933474,10.452806,10.452806,True,75081,46644,0,0.560291,0
120,29.933474,13.526808,13.526808,False,87684,7,0,0.109675,0
