request_id,outsourced_at,arrived_at,queued_at,was_running,num_prefill_tokens,num_decode_tokens,num_processed_tokens,api_cost_usd,replica_id
37,6.358591,4.919044,4.919044,False,2805,31,0,0.003816,0
27,6.358591,3.973138,3.973138,False,1565,26,0,0.002216,0
14,6.358591,2.233103,2.233103,False,2524,354,0,0.006695,0
33,6.390363,4.738289,4.738289,False,4318,309,0,0.008487,0
44,6.390363,5.663182,5.663182,False,1578,324,0,0.005213,0
38,6.390363,4.999757,4.999757,False,1622,240,0,0.004428,0
40,6.390363,5.170439,5.170439,False,2550,524,0,0.008428,0
17,6.390363,2.439661,2.439661,False,1427,355,0,0.005334,0
41,6.390363,5.242282,5.242282,False,2414,587,0,0.008887,0
31,6.390363,4.314005,4.314005,False,1989,615,0,0.008636,0
15,6.390363,2.306345,2.306345,False,7836,14,0,0.009935,0
29,6.390363,3.999684,3.999684,False,7750,11,0,0.009798,0
34,6.390363,4.796134,4.796134,False,9284,1,0,0.011615,0
49,6.390363,6.337739,6.337739,False,5903,361,0,0.010989,0
39,6.390363,5.031927,5.031927,False,4140,555,0,0.010725,0
23,6.422393,3.399633,3.399633,False,6466,420,0,0.012283,0
10,6.588650,1.503092,1.503092,True,13312,5260,0,0.069240,0
47,6.588650,6.151814,6.151814,False,7037,481,0,0.013606,0
22,6.738991,3.024633,3.024633,False,6571,475,0,0.012964,0
11,6.738991,1.561004,1.561004,True,3536,10591,0,0.110330,0
16,6.738991,2.338568,2.338568,False,9930,145,0,0.013862,0
58,7.606057,7.239521,7.239521,False,5348,24,0,0.006925,0
59,7.677938,7.258344,7.258344,False,2862,355,0,0.007128,0
48,7.788821,6.194331,6.194331,False,1410,324,0,0.005003,0
60,7.826364,7.273549,7.273549,False,1446,421,0,0.006018,0
53,7.864324,6.578622,6.578622,False,9486,219,0,0.014048,0
62,7.902587,7.491147,7.491147,False,8447,375,0,0.014309,0
66,8.019870,8.002984,8.002984,False,3696,195,0,0.006570,0
52,8.019870,6.385358,6.385358,False,8055,415,0,0.014219,0
67,8.181409,8.105382,8.105382,False,3163,366,0,0.007614,0
69,8.181409,8.154586,8.154586,False,6434,542,0,0.013462,0
13,8.181409,2.016820,2.016820,False,6836,548,0,0.014025,0
57,8.181409,7.134390,7.134390,False,11553,98,0,0.015421,0
45,8.264455,5.886349,5.886349,False,10127,203,0,0.014689,0
70,8.264455,8.226333,8.226333,False,8941,439,0,0.015566,0
71,8.349237,8.256526,8.256526,False,8864,387,0,0.014950,0
28,8.392268,3.978737,3.978737,False,6222,745,0,0.015227,0
72,8.567279,8.322168,8.322168,False,12671,237,0,0.018209,0
43,8.567279,5.616369,5.616369,False,12607,239,0,0.018149,0
