cdf,prefill_e2e_time
0.0,0.3644838595468453
0.01,0.6831177368837362
0.02,0.764154256370463
0.03,0.9189279842068017
0.04,1.167647410814525
0.05,2.8005400051762925
0.06,4.2098164456515805
0.07,5.33453808542173
0.08,7.7448225954370224
0.09,15.893797142638975
0.1,16.027294078071815
0.11,16.296018606422958
0.12,16.773508872072853
0.13,17.204576434651983
0.14,18.477109299469983
0.15,19.785337562195046
0.16,21.515033410770908
0.17,21.7032775472101
0.18,22.029390597685175
0.19,23.41168326472184
0.2,26.901240178267148
0.21,27.130869034151218
0.22,27.608628677532046
0.23,28.03757766032372
0.24,28.36277989950197
0.25,28.741722452462152
0.26,29.281728776904792
0.27,31.34436293326287
0.28,32.144293577335446
0.29,32.19485893548655
0.3,32.32418118561974
0.31,32.353847110259814
0.32,32.78216562434147
0.33,33.58069513019028
0.34,33.73370712834535
0.35000000000000003,34.55025741709172
0.36,35.43471109148189
0.37,35.5439381292807
0.38,36.13858119617681
0.39,39.06245613516646
0.4,40.897452711784844
0.41000000000000003,41.46849033785476
0.42,43.27433581853155
0.43,45.053758126077724
0.44,46.374737278684435
0.45,46.61174992442247
0.46,46.72423758166615
0.47000000000000003,47.286697069963495
0.48,47.933953500743705
0.49,48.59210422633737
0.5,49.229819956495014
0.51,49.81495969645115
0.52,49.92187865335023
0.53,51.545785906061234
0.54,52.02346672024099
0.55,52.5714828029455
0.56,53.555506658882244
0.5700000000000001,55.93792086060862
0.58,57.18124975095188
0.59,59.86017814574753
0.6,60.29836328420804
0.61,62.279372219794546
0.62,63.685174245804525
0.63,64.4588621421206
0.64,65.08466931926654
0.65,66.11965761568975
0.66,67.01638781286745
0.67,67.72557110154348
0.68,69.04822622222814
0.6900000000000001,71.64956349697562
0.7000000000000001,72.5484170648693
0.71,77.24417779388838
0.72,78.6445098381066
0.73,80.89685337912901
0.74,82.59260798345005
0.75,92.22829527710871
0.76,102.21739146898679
0.77,110.27489463500602
0.78,110.34461883597118
0.79,110.54416953413973
0.8,110.5801165322283
0.81,110.61951014716061
0.8200000000000001,110.76710959140446
0.8300000000000001,110.83741496624432
0.84,111.31033728219452
0.85,112.35374864197826
0.86,113.22148556548692
0.87,114.83510246154707
0.88,116.03276932064801
0.89,116.6292456504807
0.9,116.70582036566103
0.91,116.90686402995483
0.92,117.0704838941262
0.93,119.93884307073658
0.9400000000000001,129.41749461994704
0.9500000000000001,129.6860832321085
0.96,130.64375457859117
0.97,137.8420502364655
0.98,138.4710262863625
0.99,138.47694667049996
1.0,138.48845966756716
