cdf,request_e2e_time
0.0,1.1214589084413478
0.01,1.5378820722043534
0.02,1.9543052359673592
0.03,2.3707283997303645
0.04,2.7871515634933703
0.05,3.2035747272563757
0.06,3.6199978910193815
0.07,4.036421054782387
0.08,4.452844218545392
0.09,4.869267382308398
0.1,5.285690546071404
0.11,5.70211370983441
0.12,6.118536873597415
0.13,6.55783027933014
0.14,7.019993927032585
0.15,7.482157574735029
0.16,7.944321222437474
0.17,8.40648487013992
0.18,8.868648517842363
0.19,9.330812165544808
0.2,9.792975813247253
0.21,10.255139460949696
0.22,10.717303108652143
0.23,11.179466756354588
0.24,11.64163040405703
0.25,12.103794051759476
0.26,12.575535897332683
0.27,13.047277742905893
0.28,13.5190195884791
0.29,13.990761434052306
0.3,14.462503279625514
0.31,14.934245125198723
0.32,15.40598697077193
0.33,15.877728816345138
0.34,16.349470661918346
0.35000000000000003,16.821212507491552
0.36,17.29295435306476
0.37,17.76469619863797
0.38,18.004502865616484
0.39,18.012374354000308
0.4,18.020245842384128
0.41000000000000003,18.028117330767948
0.42,18.035988819151772
0.43,18.043860307535592
0.44,18.051731795919416
0.45,18.059603284303236
0.46,18.067474772687056
0.47000000000000003,18.07534626107088
0.48,18.0832177494547
0.49,18.091089237838524
0.5,18.098960726222344
0.51,18.232918181386694
0.52,18.366875636551047
0.53,18.500833091715396
0.54,18.634790546879746
0.55,18.768748002044095
0.56,18.902705457208448
0.5700000000000001,19.036662912372798
0.58,19.170620367537147
0.59,19.304577822701496
0.6,19.438535277865846
0.61,19.5724927330302
0.62,19.706450188194548
0.63,19.824005301231104
0.64,19.92515807213987
0.65,20.02631084304863
0.66,20.127463613957396
0.67,20.22861638486616
0.68,20.329769155774922
0.6900000000000001,20.430921926683688
0.7000000000000001,20.53207469759245
0.71,20.633227468501214
0.72,20.734380239409976
0.73,20.83553301031874
0.74,20.936685781227503
0.75,21.037838552136268
0.76,21.126568537636235
0.77,21.215298523136205
0.78,21.304028508636172
0.79,21.392758494136142
0.8,21.48148847963611
0.81,21.57021846513608
0.8200000000000001,21.658948450636046
0.8300000000000001,21.747678436136013
0.84,21.836408421635984
0.85,21.92513840713595
0.86,22.013868392635917
0.87,22.102598378135887
0.88,22.46857991179639
0.89,23.111812993617427
0.9,23.755046075438464
0.91,24.398279157259505
0.92,25.041512239080543
0.93,25.68474532090158
0.9400000000000001,26.32797840272261
0.9500000000000001,26.971211484543648
0.96,27.614444566364686
0.97,28.257677648185727
0.98,28.900910730006764
0.99,29.5441438118278
1.0,30.18737689364884
