cdf,decode_time_execution_plus_preemption_normalized
0.0,0.015541924754259787
0.01,0.016783984412401524
0.02,0.018026044070543264
0.03,0.019268103728685003
0.04,0.020510163386826742
0.05,0.02175222304496848
0.06,0.022994282703110217
0.07,0.024236342361251956
0.08,0.025478402019393696
0.09,0.02672046167753543
0.1,0.027962521335677174
0.11,0.02920458099381891
0.12,0.03044664065196065
0.13,0.031235850322740476
0.14,0.03157221000615839
0.15,0.031908569689576304
0.16,0.032244929372994224
0.17,0.03258128905641214
0.18,0.03291764873983005
0.19,0.033254008423247966
0.2,0.03359036810666588
0.21,0.033926727790083794
0.22,0.034263087473501715
0.23,0.03459944715691963
0.24,0.03493580684033754
0.25,0.035272166523755456
0.26,0.035297725114334995
0.27,0.035323283704914527
0.28,0.035348842295494065
0.29,0.0353744008860736
0.3,0.035399959476653135
0.31,0.035425518067232674
0.32,0.035451076657812206
0.33,0.035476635248391744
0.34,0.035502193838971276
0.35000000000000003,0.035527752429550814
0.36,0.03555331102013035
0.37,0.035578869610709885
0.38,0.035605402159116235
0.39,0.0356329086653494
0.4,0.03566041517158256
0.41000000000000003,0.035687921677815725
0.42,0.03571542818404889
0.43,0.03574293469028205
0.44,0.035770441196515214
0.45,0.03579794770274838
0.46,0.03582545420898154
0.47000000000000003,0.0358529607152147
0.48,0.035880467221447866
0.49,0.03590797372768103
0.5,0.03593548023391419
0.51,0.036023827396544
0.52,0.03611217455917381
0.53,0.036200521721803616
0.54,0.036288868884433424
0.55,0.03637721604706323
0.56,0.03646556320969304
0.5700000000000001,0.03655391037232285
0.58,0.036642257534952656
0.59,0.036730604697582464
0.6,0.03681895186021227
0.61,0.03690729902284208
0.62,0.03699564618547189
0.63,0.0371068730974088
0.64,0.03724097975865282
0.65,0.03737508641989685
0.66,0.03750919308114087
0.67,0.037643299742384895
0.68,0.037777406403628914
0.6900000000000001,0.03791151306487294
0.7000000000000001,0.03804561972611696
0.71,0.03817972638736099
0.72,0.03831383304860501
0.73,0.038447939709849034
0.74,0.038582046371093054
0.75,0.03871615303233708
0.76,0.03881469595357643
0.77,0.03891323887481578
0.78,0.03901178179605513
0.79,0.039110324717294476
0.8,0.039208867638533824
0.81,0.03930741055977317
0.8200000000000001,0.03940595348101252
0.8300000000000001,0.03950449640225187
0.84,0.03960303932349122
0.85,0.03970158224473057
0.86,0.03980012516596992
0.87,0.039898668087209266
0.88,0.04000255769673033
0.89,0.04011179399453309
0.9,0.04022103029233585
0.91,0.04033026659013861
0.92,0.04043950288794137
0.93,0.04054873918574413
0.9400000000000001,0.04065797548354689
0.9500000000000001,0.04076721178134965
0.96,0.04087644807915241
0.97,0.04098568437695518
0.98,0.04109492067475794
0.99,0.0412041569725607
1.0,0.04131339327036346
