cdf,prefill_time_execution_plus_preemption_normalized
0.0,5.0071243441069246e-05
0.01,5.007637048074211e-05
0.02,5.008149752041498e-05
0.03,5.008662456008785e-05
0.04,5.009175159976072e-05
0.05,5.0096878639433586e-05
0.06,5.010200567910645e-05
0.07,5.010713271877932e-05
0.08,5.011225975845219e-05
0.09,5.011738679812506e-05
0.1,5.0122513837797925e-05
0.11,5.012764087747079e-05
0.12,5.013276791714366e-05
0.13,5.0141983748185316e-05
0.14,5.0155288370595764e-05
0.15,5.016859299300621e-05
0.16,5.018189761541666e-05
0.17,5.019520223782711e-05
0.18,5.0208506860237556e-05
0.19,5.0221811482648004e-05
0.2,5.023511610505845e-05
0.21,5.02484207274689e-05
0.22,5.026172534987935e-05
0.23,5.0275029972289796e-05
0.24,5.0288334594700244e-05
0.25,5.030163921711069e-05
0.26,5.032739468041138e-05
0.27,5.035315014371207e-05
0.28,5.037890560701276e-05
0.29,5.040466107031345e-05
0.3,5.0430416533614136e-05
0.31,5.0456171996914825e-05
0.32,5.0481927460215513e-05
0.33,5.05076829235162e-05
0.34,5.053343838681689e-05
0.35000000000000003,5.055919385011758e-05
0.36,5.058494931341827e-05
0.37,5.061070477671896e-05
0.38,5.070045966526825e-05
0.39,5.085421397906614e-05
0.4,5.100796829286403e-05
0.41000000000000003,5.116172260666192e-05
0.42,5.1315476920459816e-05
0.43,5.1469231234257705e-05
0.44,5.1622985548055595e-05
0.45,5.1776739861853485e-05
0.46,5.1930494175651374e-05
0.47000000000000003,5.2084248489449264e-05
0.48,5.223800280324716e-05
0.49,5.239175711704505e-05
0.5,5.254551143084294e-05
0.51,5.25867975105893e-05
0.52,5.262808359033566e-05
0.53,5.2669369670082014e-05
0.54,5.2710655749828375e-05
0.55,5.2751941829574735e-05
0.56,5.2793227909321096e-05
0.5700000000000001,5.2834513989067456e-05
0.58,5.287580006881381e-05
0.59,5.291708614856017e-05
0.6,5.295837222830653e-05
0.61,5.299965830805289e-05
0.62,5.304094438779925e-05
0.63,5.3265595544395034e-05
0.64,5.367361177784025e-05
0.65,5.408162801128547e-05
0.66,5.448964424473068e-05
0.67,5.48976604781759e-05
0.68,5.530567671162111e-05
0.6900000000000001,5.5713692945066324e-05
0.7000000000000001,5.612170917851154e-05
0.71,5.652972541195676e-05
0.72,5.693774164540197e-05
0.73,5.734575787884719e-05
0.74,5.77537741122924e-05
0.75,5.816179034573762e-05
0.76,5.8547163718965224e-05
0.77,5.8932537092192834e-05
0.78,5.931791046542044e-05
0.79,5.970328383864804e-05
0.8,6.008865721187565e-05
0.81,6.0474030585103254e-05
0.8200000000000001,6.085940395833086e-05
0.8300000000000001,6.124477733155847e-05
0.84,6.163015070478607e-05
0.85,6.201552407801367e-05
0.86,6.240089745124128e-05
0.87,6.278627082446888e-05
0.88,6.315980452262297e-05
0.89,6.352149854570353e-05
0.9,6.388319256878409e-05
0.91,6.424488659186465e-05
0.92,6.460658061494521e-05
0.93,6.496827463802577e-05
0.9400000000000001,6.532996866110633e-05
0.9500000000000001,6.56916626841869e-05
0.96,6.605335670726746e-05
0.97,6.641505073034802e-05
0.98,6.677674475342858e-05
0.99,6.713843877650914e-05
1.0,6.75001327995897e-05
