cdf,prefill_e2e_time
0.0,0.3644838595468453
0.01,0.388049371765699
0.02,0.41161488398455265
0.03,0.4351803962034063
0.04,0.45874590842225993
0.05,0.48231142064111365
0.06,0.5058769328599673
0.07,0.529442445078821
0.08,0.5530079572976746
0.09,0.5765734695165282
0.1,0.6001389817353819
0.11,0.6237044939542356
0.12,0.6472700061730893
0.13,0.6626179437049191
0.14,0.6697483065497251
0.15,0.676878669394531
0.16,0.684009032239337
0.17,0.6911393950841429
0.18,0.6982697579289489
0.19,0.7054001207737548
0.2,0.7125304836185609
0.21,0.7196608464633667
0.22,0.7267912093081728
0.23,0.7339215721529787
0.24,0.7410519349977847
0.25,0.7481822978425906
0.26,0.7505485139207939
0.27,0.7529147299989972
0.28,0.7552809460772005
0.29,0.7576471621554038
0.3,0.7600133782336072
0.31,0.7623795943118105
0.32,0.7647458103900138
0.33,0.7671120264682171
0.34,0.7694782425464204
0.35000000000000003,0.7718444586246237
0.36,0.774210674702827
0.37,0.7765768907810303
0.38,0.7847312573577453
0.39,0.7986737744329719
0.4,0.8126162915081987
0.41000000000000003,0.8265588085834252
0.42,0.8405013256586519
0.43,0.8544438427338785
0.44,0.8683863598091052
0.45,0.8823288768843318
0.46,0.8962713939595585
0.47000000000000003,0.910213911034785
0.48,0.9241564281100116
0.49,0.9380989451852383
0.5,0.9520414622604649
0.51,0.9618647960139132
0.52,0.9716881297673615
0.53,0.9815114635208098
0.54,0.9913347972742581
0.55,1.0011581310277065
0.56,1.0109814647811546
0.5700000000000001,1.020804798534603
0.58,1.030628132288051
0.59,1.0404514660414994
0.6,1.0502747997949478
0.61,1.0600981335483959
0.62,1.0699214673018442
0.63,1.1212402724965467
0.64,1.2140545491325032
0.65,1.30686882576846
0.66,1.3996831024044165
0.67,1.492497379040373
0.68,1.5853116556763296
0.6900000000000001,1.6781259323122852
0.7000000000000001,1.7709402089482418
0.71,1.8637544855841985
0.72,1.956568762220155
0.73,2.049383038856112
0.74,2.1421973154920684
0.75,2.235011592128025
0.76,2.3642752293962004
0.77,2.493538866664376
0.78,2.622802503932551
0.79,2.7520661412007263
0.8,2.881329778468902
0.81,3.0105934157370773
0.8200000000000001,3.139857053005251
0.8300000000000001,3.2691206902734264
0.84,3.398384327541602
0.85,3.5276479648097774
0.86,3.656911602077953
0.87,3.7861752393461283
0.88,3.8739689539590136
0.89,3.920292745916609
0.9,3.9666165378742044
0.91,4.0129403298318
0.92,4.059264121789395
0.93,4.105587913746991
0.9400000000000001,4.151911705704586
0.9500000000000001,4.198235497662181
0.96,4.244559289619777
0.97,4.290883081577372
0.98,4.337206873534967
0.99,4.383530665492563
1.0,4.429854457450158
