cdf,request_execution_plus_preemption_time
0.0,0.410743856566235
0.01,0.8303335718271554
0.02,1.2499232870880759
0.03,1.6695130023489964
0.04,2.089102717609917
0.05,2.5086924328708373
0.06,2.9282821481317574
0.07,3.3478718633926783
0.08,3.7674615786535983
0.09,4.187051293914519
0.1,4.60664100917544
0.11,5.02623072443636
0.12,5.44582043969728
0.13,5.8895622983102
0.14,6.357456300275119
0.15,6.825350302240038
0.16,7.293244304204957
0.17,7.761138306169876
0.18,8.229032308134794
0.19,8.696926310099714
0.2,9.164820312064633
0.21,9.63271431402955
0.22,10.10060831599447
0.23,10.568502317959389
0.24,11.036396319924307
0.25,11.504290321889227
0.26,11.963814728649503
0.27,12.42333913540978
0.28,12.882863542170055
0.29,13.342387948930329
0.3,13.801912355690606
0.31,14.26143676245088
0.32,14.720961169211158
0.33,15.180485575971433
0.34,15.640009982731709
0.35000000000000003,16.099534389491982
0.36,16.55905879625226
0.37,17.018583203012536
0.38,17.271770430359634
0.39,17.318620478293553
0.4,17.365470526227472
0.41000000000000003,17.41232057416139
0.42,17.459170622095314
0.43,17.506020670029233
0.44,17.552870717963152
0.45,17.599720765897075
0.46,17.646570813830994
0.47000000000000003,17.693420861764913
0.48,17.740270909698832
0.49,17.787120957632755
0.5,17.833971005566674
0.51,17.847298694835306
0.52,17.860626384103938
0.53,17.87395407337257
0.54,17.8872817626412
0.55,17.900609451909837
0.56,17.91393714117847
0.5700000000000001,17.9272648304471
0.58,17.940592519715732
0.59,17.953920208984364
0.6,17.967247898252996
0.61,17.980575587521628
0.62,17.99390327679026
0.63,18.04166678079393
0.64,18.123866099532627
0.65,18.206065418271326
0.66,18.288264737010028
0.67,18.370464055748727
0.68,18.452663374487425
0.6900000000000001,18.534862693226124
0.7000000000000001,18.617062011964826
0.71,18.699261330703525
0.72,18.781460649442224
0.73,18.863659968180922
0.74,18.945859286919625
0.75,19.028058605658323
0.76,19.11746671333481
0.77,19.206874821011297
0.78,19.29628292868778
0.79,19.385691036364268
0.8,19.475099144040755
0.81,19.56450725171724
0.8200000000000001,19.653915359393725
0.8300000000000001,19.743323467070212
0.84,19.8327315747467
0.85,19.922139682423186
0.86,20.011547790099673
0.87,20.10095589777616
0.88,20.53190749003397
0.89,21.3044025668731
0.9,22.076897643712233
0.91,22.849392720551368
0.92,23.6218877973905
0.93,24.39438287422963
0.9400000000000001,25.166877951068756
0.9500000000000001,25.939373027907887
0.96,26.711868104747023
0.97,27.484363181586154
0.98,28.256858258425286
0.99,29.02935333526442
1.0,29.801848412103553
