cdf,request_execution_plus_preemption_time_normalized
0.0,0.01625614519253035
0.01,0.016800465429937888
0.02,0.017135670182440894
0.03,0.01729519664713246
0.04,0.017403571152668596
0.05,0.01756406129680329
0.06,0.017699832186457445
0.07,0.01804023305458968
0.08,0.018236906292275888
0.09,0.018843351068550725
0.1,0.018932054137947043
0.11,0.019551930685334735
0.12,0.01979839400684386
0.13,0.02032950471852901
0.14,0.02080524121670332
0.15,0.02142224701415312
0.16,0.02182461226193857
0.17,0.022175693911406547
0.18,0.022438228599430864
0.19,0.02272715041844056
0.2,0.023265523788776787
0.21,0.02405198254953305
0.22,0.024622442356858065
0.23,0.024845400585003233
0.24,0.02508173960552252
0.25,0.02573288309900318
0.26,0.026468051162492776
0.27,0.027179965703003777
0.28,0.027639664630747143
0.29,0.029298962424205727
0.3,0.030536328713105625
0.31,0.030943899136129827
0.32,0.032206199562231155
0.33,0.032655893026939706
0.34,0.03380129341305002
0.35000000000000003,0.03549918485574406
0.36,0.03582163788058656
0.37,0.036698318459208526
0.38,0.038575942544772104
0.39,0.03996996710368825
0.4,0.04215263845651147
0.41000000000000003,0.045607210019837544
0.42,0.046399679141193764
0.43,0.04793149213524616
0.44,0.04901837746638991
0.45,0.04967925491811626
0.46,0.05023682539085533
0.47000000000000003,0.051272989238281996
0.48,0.05181258689564918
0.49,0.05239127138588935
0.5,0.0532230347287173
0.51,0.05381569421251593
0.52,0.05526257908493071
0.53,0.05586362416539728
0.54,0.05619831885609165
0.55,0.05688374600437854
0.56,0.05781298583057
0.5700000000000001,0.059504855815960926
0.58,0.06035791761715823
0.59,0.06259353725740617
0.6,0.06332709455317484
0.61,0.06369432676525498
0.62,0.06428644972295491
0.63,0.06444191413815711
0.64,0.06459565470362151
0.65,0.06482223998028189
0.66,0.06512132018395766
0.67,0.06581876203024353
0.68,0.0660665206606269
0.6900000000000001,0.06631889121362353
0.7000000000000001,0.06659640826580887
0.71,0.06699902630178461
0.72,0.06784583939356777
0.73,0.06833884166926303
0.74,0.06922817945655085
0.75,0.06980621868563007
0.76,0.07023551359768034
0.77,0.07049643467845125
0.78,0.07106943781457081
0.79,0.07185526001483941
0.8,0.07270380953050606
0.81,0.07454061681978513
0.8200000000000001,0.07534621359628517
0.8300000000000001,0.07660647913382201
0.84,0.07826420654587132
0.85,0.0785200037676614
0.86,0.08201072125133714
0.87,0.08324573504758011
0.88,0.0840025023301141
0.89,0.08445004622252175
0.9,0.08641874951835152
0.91,0.09304021431295977
0.92,0.1016794531072837
0.93,0.11291394663438363
0.9400000000000001,0.15370448667723718
0.9500000000000001,0.19440375880143426
0.96,0.2859694899401346
0.97,0.42706294327740973
0.98,0.5239345113655378
0.99,1.013374881564478
1.0,6.259907265603858
