cdf,request_e2e_time_normalized
0.0,0.01891191069486364
0.01,0.020252064239806945
0.02,0.021873796841898774
0.03,0.023935403360804502
0.04,0.02651709844018074
0.05,0.029239735397119253
0.06,0.032440846394633065
0.07,0.034651152861331184
0.08,0.039695151437448485
0.09,0.04405232552923165
0.1,0.04642760169614022
0.11,0.05026076822742274
0.12,0.05875539918427974
0.13,0.06361067058386256
0.14,0.06861283881026702
0.15,0.0737990152253364
0.16,0.07800208715741981
0.17,0.08108278635715495
0.18,0.08871782574781713
0.19,0.09957478128162592
0.2,0.1062913645463962
0.21,0.10819603281815239
0.22,0.11229740548205465
0.23,0.11601698313711327
0.24,0.12081308274898159
0.25,0.1305041078035328
0.26,0.14232770591737037
0.27,0.15234872337556216
0.28,0.15662198119394558
0.29,0.1608274470890182
0.3,0.16433228578922923
0.31,0.16785461818553787
0.32,0.17072701586720063
0.33,0.17647594278923284
0.34,0.18389854408013423
0.35000000000000003,0.18878974199323956
0.36,0.19325150300379218
0.37,0.20365518076328618
0.38,0.20848059408909347
0.39,0.21207709135819924
0.4,0.21486879369921175
0.41000000000000003,0.21824507838534993
0.42,0.22241392227297094
0.43,0.23591970183494698
0.44,0.2469244610493739
0.45,0.24989120739616028
0.46,0.25958551139731023
0.47000000000000003,0.26136651953216095
0.48,0.26565189142629364
0.49,0.2729900771086221
0.5,0.28878359242964907
0.51,0.2947328006368067
0.52,0.2981106090822528
0.53,0.30467895859327127
0.54,0.31080740055190703
0.55,0.31938930248954084
0.56,0.3238117116865892
0.5700000000000001,0.3317378390898435
0.58,0.33971360204559253
0.59,0.34954854578870165
0.6,0.36782386173364
0.61,0.3821967782867999
0.62,0.39202595896062614
0.63,0.4087067292861169
0.64,0.4242378842895088
0.65,0.46041443905262486
0.66,0.5101742958712389
0.67,0.523133424020296
0.68,0.5719147609324491
0.6900000000000001,0.634905942339924
0.7000000000000001,0.7274687161903451
0.71,0.7896720719611373
0.72,0.8831273438907807
0.73,0.9699081681360676
0.74,1.0181919716207846
0.75,1.0925681178716273
0.76,1.1635627346904773
0.77,1.2502357605034238
0.78,1.3253852149115841
0.79,1.3845254273293257
0.8,1.629671477725929
0.81,1.842404189339975
0.8200000000000001,1.9028143258172963
0.8300000000000001,2.1974777432205252
0.84,2.5120801675346875
0.85,2.7620938900337952
0.86,3.1600117403862753
0.87,3.242183538213007
0.88,3.426788884660943
0.89,3.882661191373705
0.9,4.88286212618417
0.91,6.043981164528747
0.92,7.473406896300666
0.93,8.417332532158937
0.9400000000000001,10.297958876802905
0.9500000000000001,12.683021435379214
0.96,15.38763642554229
0.97,25.064448924890073
0.98,31.055491589371282
0.99,41.0284118263335
1.0,259.7720926071727
