Request Id,prefill_e2e_time
5,1.0293594843735971
11,5.692088449816015
6,0.8448943925197416
15,15.177036263504935
4,0.6962745475758755
16,15.630798807681183
29,25.615708469904327
27,24.926177578610694
25,21.096154485387633
34,27.10265600569248
9,4.118788235376195
2,0.6528955866169042
1,0.37752787222097434
7,2.0577831754241
37,29.964955855587228
8,3.6060682513531033
14,14.885609659758098
17,15.57791109806054
12,14.776741765650213
20,18.15249145251809
26,24.952536890778504
46,32.68223394112858
21,19.76384146392841
35,28.900919875649087
18,16.30691241455857
10,5.030877726672673
38,29.987037196466204
45,31.610275849251675
23,19.9957815486054
42,30.71957848887786
33,26.70715934959749
58,43.110268864971964
13,15.00404814703013
43,31.266496451259286
32,26.541943558233918
22,20.040758786599515
3,0.7544549543972552
57,43.00742598179903
64,44.90123720088275
68,47.60979700599793
44,31.270272677086602
53,38.401483988207055
48,33.00864752210539
74,52.884041518741356
49,33.131909455445964
36,29.878873835270845
50,34.712618210724095
65,46.04118657436776
66,46.094776580582604
30,26.05422862679869
40,30.077935389554455
31,25.935512059269143
47,33.00025896215528
39,30.11418008070539
52,38.09885081304904
80,59.14927085408782
85,62.517913005224486
41,30.107383276969678
59,43.240916691651506
72,49.37734788876273
55,40.73996270286249
62,44.3145236857181
28,25.193334140444342
60,43.275208300028694
67,46.092386534804575
89,67.21497539561604
56,42.409645308923125
24,20.360431538924175
19,17.333382617396026
76,55.7191533454582
51,37.71744761746341
71,48.75071304654923
77,55.72605463258052
54,39.92339030101648
75,52.97642823386089
61,43.95951261532574
70,48.28989617103008
63,45.03259522367025
95,77.65700979446865
78,56.76714244183105
69,47.924712054599446
84,62.075925134918684
87,63.193958506783616
73,51.075928851290726
83,60.97586975031469
103,97.50047164347808
79,59.29035444810492
88,66.599771697198
90,67.91580025062044
81,59.985655813942216
92,73.1692066004376
82,60.426137945445056
86,63.14155760674607
94,76.59436773925195
91,72.2470613587837
100,97.23247189221829
111,100.02638786879658
114,101.27047673148324
93,74.46940205417378
122,109.13105956166297
130,113.13520470459216
116,101.26964793251932
115,101.46012352508428
117,101.6109488251532
105,97.78765896530545
113,100.8582830006374
110,99.01669035440584
139,118.40476991844605
134,114.4942753293161
97,88.30615759399592
99,97.55622633742098
129,112.91830143309986
104,97.23607807822987
106,97.6843672349453
149,121.88967595186418
96,86.64858450916986
151,122.54500041926332
123,110.05644118146569
102,97.42836739418112
101,97.08995410281956
159,124.71772310717083
160,124.81045806666964
166,126.16155709781924
107,97.71882795213492
127,111.00055611787242
156,124.50238702608306
118,101.45206763785406
128,110.98104393529914
121,108.92711603836261
126,110.99818409382533
152,122.37085920575421
171,129.77149839202409
132,113.58354458076579
136,117.90575053821816
168,127.09880404178091
138,118.49330228910675
155,123.40309888594265
167,127.25293560864745
125,110.97929882578717
158,124.82726360397305
141,118.51465278527968
145,121.1636292926466
133,114.3938049316863
157,124.56658898952745
154,123.3646330005492
142,118.48461153294208
131,113.21377651881915
197,135.90998199616575
150,122.16827243352431
164,125.36798528278565
140,118.4444786709729
173,130.41560337577164
148,121.62005717896301
188,133.26037499689204
165,125.42626089400122
191,133.33634380493712
184,132.12710599608496
176,130.76571368794748
163,124.71497118038548
175,130.3147435357153
185,131.99598090602623
170,129.41380450961867
187,133.219477355918
177,130.74728565688707
172,129.78704028796
169,128.28872479906795
196,135.50813543032746
205,138.34513896115277
161,124.90002244938468
162,124.69450059016106
192,133.3898625326836
146,121.28163837612038
204,138.294847120101
195,135.4801052933497
201,136.99120193264065
203,137.51176603986298
209,139.65681808796026
147,121.26753459715131
193,134.47110777374263
231,150.08985910026394
212,142.3962216320145
235,150.66636681922043
216,143.00368364176936
202,137.19955660357954
219,143.64344246345766
194,135.39459473949077
217,143.03798367657433
232,150.2371472199318
225,147.50399994111262
239,152.2267049187163
240,154.42250441902854
224,147.44118042513412
228,148.39804494200763
230,150.05673835249564
234,150.67488956190766
237,151.42405520757325
247,160.15318182668602
243,156.7431925077999
153,122.85418124230398
182,131.6929091881853
108,98.17416350387889
183,131.73043856287083
143,118.70788911865966
214,143.21396607391122
206,138.4333302972959
210,139.76263880907112
186,132.62814638488388
189,133.21098324233716
207,138.44771283389844
174,130.26932226115395
199,136.72479017705814
198,136.14464352974753
215,143.08893043011858
135,117.5667324912316
227,147.50660081035474
109,98.50189169349645
137,118.07468763348042
119,101.97819847427412
178,130.40592739358095
181,131.53492144316394
200,137.04343634163232
213,142.50776907994134
218,143.05343728322867
112,100.1935325750554
229,148.88422202579045
120,108.63451663825785
257,473.8568886367667
251,300.29394815267375
258,473.89470244451394
253,472.32361831169356
259,473.99123476353446
261,474.74015282134457
256,473.36853083361353
255,473.48806068289696
254,472.4444743934619
241,154.44477484112636
262,474.62369187974997
266,481.3072471285665
221,144.33797417788
249,160.94927969836573
233,150.22788488423302
244,156.8936622650619
226,147.37450286286202
222,146.01324061581954
236,150.8801376784029
208,139.39369681028052
98,97.35401529317367
271,492.5002042480477
211,141.1985029881271
278,763.1509265080341
270,485.4303937091046
272,492.99860338622887
277,763.1876936752699
273,758.4920664321811
286,772.2341325879833
144,119.01390381660426
274,759.2477284406336
284,771.9696919686126
293,779.207514005578
281,768.7640662805603
280,767.884213736538
289,772.5827815564346
285,771.9147136367642
283,770.7863422502932
294,779.7998345633534
300,784.227098339864
288,772.6755088744462
291,774.8436421835895
299,782.4318588964607
260,474.6003529530767
248,160.5848945681016
276,762.4443341153551
264,475.0153436206153
275,759.1361095623656
250,300.1402376525154
223,145.909291495023
265,475.5977822158846
245,158.0324443734398
242,156.4887800215836
252,300.2443992261347
220,144.26950510980132
263,474.99819988751176
268,482.96065999148436
301,784.3220447244412
180,131.6941058093832
302,784.3933456735837
295,779.945968857901
190,133.54531260755624
308,1229.5210799837398
311,1232.1271181663687
309,1231.367099559803
310,1232.1540979048473
314,1239.559480357172
318,1240.5917372027118
312,1232.2778504988112
316,1240.318883426941
320,1241.4127682139142
304,788.0797615038462
124,110.12214897575382
326,1262.8334756397246
325,1262.3786398301745
324,1262.2201502233947
296,780.0693126889537
305,788.1520818599953
332,1276.495749566097
330,1273.234588978081
290,772.7147932311402
340,1280.3573871341773
339,1280.487340677312
335,1279.8588648043064
341,1280.3901110883971
336,1279.7917001328317
338,1280.3963714900722
323,1254.6559880631905
307,1105.0251671520343
319,1241.3026198549994
317,1240.6824417964262
321,1248.00964996121
315,1239.8169851936834
297,780.4372425292314
269,484.16324582474357
313,1232.7442559308226
282,769.2302064041047
346,1433.8016368297772
345,1433.973975540355
306,1094.623236414405
347,1442.3076579144208
348,1442.3236607659294
351,1453.0113580707275
349,1442.3168698019415
267,481.86104810687283
334,1278.3408778123803
303,787.3654701232422
