cdf,request_execution_plus_preemption_time
0.0,0.26360007313144007
0.01,0.5603574866476354
0.02,0.8573942919249874
0.03,1.0782874461516954
0.04,1.221357945147407
0.05,1.4945740320893346
0.06,1.5703400861651295
0.07,1.8907417316895319
0.08,2.1762036297740437
0.09,2.300228060099891
0.1,2.761787971290605
0.11,3.059821128201318
0.12,3.798433428932566
0.13,4.397862758352642
0.14,5.456417097946359
0.15,5.929550047014503
0.16,6.5195530449760595
0.17,6.728042471014529
0.18,7.347400835059044
0.19,7.663183798227148
0.2,8.043872107454186
0.21,8.596085499571013
0.22,8.894133426536749
0.23,9.429348390929734
0.24,10.598275370299563
0.25,11.21592083205378
0.26,11.467098480371623
0.27,11.59773964703836
0.28,11.871542903730859
0.29,12.416227415116067
0.3,12.71760186972051
0.31,12.901815387354368
0.32,13.14205254967009
0.33,13.326208305078485
0.34,13.59965748418869
0.35000000000000003,13.92117891790029
0.36,14.378344274724485
0.37,15.150187987193958
0.38,15.481411392331072
0.39,15.743068061884992
0.4,15.926511985265387
0.41000000000000003,16.436148892879032
0.42,17.2352353019204
0.43,18.359419779910937
0.44,18.838997196496145
0.45,19.542347223853774
0.46,20.344309860558226
0.47000000000000003,20.545847181873743
0.48,21.01922409930731
0.49,22.183055223505363
0.5,22.63163102707532
0.51,23.02085851566335
0.52,23.77452422917313
0.53,24.34452928503672
0.54,24.93979006593403
0.55,25.720557811996844
0.56,27.392188506064834
0.5700000000000001,27.623242865075618
0.58,27.820769070907243
0.59,28.982014769987227
0.6,29.99686753894252
0.61,30.617503341599328
0.62,30.986371137975887
0.63,32.02270639945011
0.64,34.07275618798411
0.65,34.47203711260543
0.66,34.92734627689811
0.67,35.57399835103171
0.68,37.574167088435566
0.6900000000000001,38.489278139374235
0.7000000000000001,39.23525901469023
0.71,40.64287739947975
0.72,43.98730315545295
0.73,46.03522833282048
0.74,48.09348201219859
0.75,54.013855592097435
0.76,65.78108895786147
0.77,87.92085091073821
0.78,95.10100015750419
0.79,115.99170403192878
0.8,142.94185630166524
0.81,154.25838529323133
0.8200000000000001,158.80232322577203
0.8300000000000001,201.30608180182102
0.84,233.87124326056073
0.85,255.55234190495148
0.86,268.78006923339115
0.87,304.8338535807049
0.88,335.80482430590126
0.89,360.3318861772161
0.9,403.9602920663555
0.91,431.2416100880162
0.92,495.34011927532435
0.93,513.4779659952545
0.9400000000000001,603.7638472193555
0.9500000000000001,632.9027151820156
0.96,674.0269333113501
0.97,763.6561473098415
0.98,886.1783356432339
0.99,1014.1757055668845
1.0,1172.9803732255573
