cdf,decode_time_execution_plus_preemption_normalized
0.0,0.0
0.01,0.01587600169251638
0.02,0.016729096136845478
0.03,0.016943529183024615
0.04,0.017261973252619262
0.05,0.017412748849488017
0.06,0.017535044103477514
0.07,0.017591219617256272
0.08,0.017853549643630336
0.09,0.017950314304559085
0.1,0.018080379483932513
0.11,0.018458811328678038
0.12,0.018823878992992805
0.13,0.019254987060974504
0.14,0.019367721400579536
0.15,0.019592207797081415
0.16,0.020324303715378814
0.17,0.02042548662439772
0.18,0.02101037697973937
0.19,0.021162433869112544
0.2,0.02187415842635169
0.21,0.02235238718480702
0.22,0.02298529684788382
0.23,0.023398363010673585
0.24,0.023561890597831103
0.25,0.02455671681103758
0.26,0.024663020239256657
0.27,0.025575224147521215
0.28,0.026187148033152377
0.29,0.027080594995335213
0.3,0.02875875605533111
0.31,0.029215458099413033
0.32,0.030487290958627945
0.33,0.030672531447076688
0.34,0.03134487924022652
0.35000000000000003,0.03180566514352311
0.36,0.03255796935844821
0.37,0.03365266954506228
0.38,0.03520144470612866
0.39,0.03547374250070205
0.4,0.03621210088121735
0.41000000000000003,0.03802046263947752
0.42,0.03837857386705573
0.43,0.039856803431692185
0.44,0.04257836749153842
0.45,0.04530633013916604
0.46,0.045966918646906954
0.47000000000000003,0.048013329554287006
0.48,0.04876613463105371
0.49,0.04909706369858883
0.5,0.049547621840358026
0.51,0.05005336830076265
0.52,0.050461706220238586
0.53,0.05096037426328457
0.54,0.051309826340572955
0.55,0.05177163927578435
0.56,0.05210134231247389
0.5700000000000001,0.05305659274547214
0.58,0.05393823426038935
0.59,0.05470118615429381
0.6,0.055538254743025726
0.61,0.056475947892297304
0.62,0.05660064565685875
0.63,0.05796267817434523
0.64,0.059297491698944035
0.65,0.06063412324860263
0.66,0.06169714521063544
0.67,0.0625780270247349
0.68,0.06279327482635577
0.6900000000000001,0.06336623283359961
0.7000000000000001,0.0634892243854999
0.71,0.06358618541506261
0.72,0.06375593591769163
0.73,0.0639197809484009
0.74,0.06410616210439794
0.75,0.06446223421729859
0.76,0.06478388212866605
0.77,0.06497061732091325
0.78,0.0651637385414871
0.79,0.06549902389867272
0.8,0.0659333500480562
0.81,0.0666487097007984
0.8200000000000001,0.06739715336985644
0.8300000000000001,0.06803906829793495
0.84,0.06944743802420465
0.85,0.07000710934750409
0.86,0.07071637107188786
0.87,0.07219192655731366
0.88,0.07416802982306295
0.89,0.07537289236151236
0.9,0.07586901436234378
0.91,0.07880686899307267
0.92,0.08030698111120224
0.93,0.08380950186283322
0.9400000000000001,0.09513908156467521
0.9500000000000001,0.12585747888985954
0.96,0.18307178497870605
0.97,0.2091252120492742
0.98,0.45344272376487316
0.99,0.9891201169749282
1.0,6.255529254719603
